code,상품명,기존이미지경로,새이미지경로,대표이미지여부,상세이미지순서,컷구분,생성방식,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수,비고
ANC-4049,랩셔링 원피스,,assets/products/ank/generated/ANC-4049/ANC-4049-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4049,랩셔링 원피스,,assets/products/ank/generated/ANC-4049/ANC-4049-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4049,랩셔링 원피스,,assets/products/ank/generated/ANC-4049/ANC-4049-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4049,랩셔링 원피스,,assets/products/ank/generated/ANC-4049/ANC-4049-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4049,랩셔링 원피스,,assets/products/ank/generated/ANC-4049/ANC-4049-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4049,랩셔링 원피스,,assets/ANC-4049_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,49,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4050,레이스헴 플레어 원피스,assets/ANC-4050_01.jpg,assets/products/ank/generated/ANC-4050/ANC-4050-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/products/ank/generated/ANC-4050/ANC-4050-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4050,레이스헴 플레어 원피스,,assets/ANC-4050_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,50,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4051,스퀘어넥 셔링 원피스,assets/ANC-4051_01.jpg,assets/products/ank/generated/ANC-4051/ANC-4051-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/products/ank/generated/ANC-4051/ANC-4051-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4051,스퀘어넥 셔링 원피스,,assets/ANC-4051_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,51,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4052,레이스플레어 원피스,assets/ANC-4052_01.jpg,assets/products/ank/generated/ANC-4052/ANC-4052-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/products/ank/generated/ANC-4052/ANC-4052-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4052,레이스플레어 원피스,,assets/ANC-4052_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,52,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4053,러플숄더 원피스,assets/ANC-4053_01.jpg,assets/products/ank/generated/ANC-4053/ANC-4053-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/products/ank/generated/ANC-4053/ANC-4053-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4053,러플숄더 원피스,,assets/ANC-4053_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,53,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4054,더블버튼 플레어 원피스,assets/ANC-4054_01.jpg,assets/products/ank/generated/ANC-4054/ANC-4054-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4054/ANC-4054-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4054,더블버튼 플레어 원피스,,assets/ANC-4054_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,54,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4055,오프숄더 셔링 원피스,assets/ANC-4055_01.jpg,assets/products/ank/generated/ANC-4055/ANC-4055-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4055/ANC-4055-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4055,오프숄더 셔링 원피스,,assets/ANC-4055_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,55,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4056,빅리본 플레어 원피스,assets/ANC-4056_01.jpg,assets/products/ank/generated/ANC-4056/ANC-4056-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4056/ANC-4056-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4056,빅리본 플레어 원피스,,assets/ANC-4056_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,56,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4057,잔셔링 원피스,assets/ANC-4057_01.jpg,assets/products/ank/generated/ANC-4057/ANC-4057-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/products/ank/generated/ANC-4057/ANC-4057-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4057,잔셔링 원피스,,assets/ANC-4057_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,57,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4058,더블버튼 플레어 원피스,assets/ANC-4058_01.jpg,assets/products/ank/generated/ANC-4058/ANC-4058-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4058/ANC-4058-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4058,더블버튼 플레어 원피스,,assets/ANC-4058_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,58,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4059,오프숄더 셔링 원피스,assets/ANC-4059_01.jpg,assets/products/ank/generated/ANC-4059/ANC-4059-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/products/ank/generated/ANC-4059/ANC-4059-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4059,오프숄더 셔링 원피스,,assets/ANC-4059_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,59,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4060,레이스숄더 플레어 원피스,assets/ANC-4060_01.jpg,assets/products/ank/generated/ANC-4060/ANC-4060-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,60,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4060,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4060/ANC-4060-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,60,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4060,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4060/ANC-4060-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,60,검수필요,기존 검수값 유지,기존 검수값 유지,
