code,변경항목,기존값,제안값,변경사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수
ANC-4044,images,assets/ANC-4044_01.jpg,assets/products/ank/generated/ANC-4044/ANC-4044-main.jpg / assets/products/ank/generated/ANC-4044/ANC-4044-full.jpg / assets/products/ank/generated/ANC-4044/ANC-4044-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4044/ANC-4044-detail.jpg / assets/products/ank/generated/ANC-4044/ANC-4044-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,44,검수필요,적용후보,재검수
ANC-4044,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,44,검수필요,적용후보,재검수
ANC-4045,images,assets/ANC-4045_01.jpg,assets/products/ank/generated/ANC-4045/ANC-4045-main.jpg / assets/products/ank/generated/ANC-4045/ANC-4045-full.jpg / assets/products/ank/generated/ANC-4045/ANC-4045-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4045/ANC-4045-detail.jpg / assets/products/ank/generated/ANC-4045/ANC-4045-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,45,검수필요,재검수,적용후보
ANC-4045,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 카울넥 슬림글램 / 원피스 드레이프 카울넥 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 카울넥 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,45,검수필요,재검수,적용후보
ANC-4046,images,assets/ANC-4046_01.jpg,assets/products/ank/generated/ANC-4046/ANC-4046-main.jpg / assets/products/ank/generated/ANC-4046/ANC-4046-full.jpg / assets/products/ank/generated/ANC-4046/ANC-4046-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4046/ANC-4046-detail.jpg / assets/products/ank/generated/ANC-4046/ANC-4046-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,46,검수필요,적용후보,승인
ANC-4046,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스 / 언발런스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,46,검수필요,적용후보,승인
ANC-4047,images,assets/ANC-4047_01.jpg,assets/products/ank/generated/ANC-4047/ANC-4047-main.jpg / assets/products/ank/generated/ANC-4047/ANC-4047-full.jpg / assets/products/ank/generated/ANC-4047/ANC-4047-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4047/ANC-4047-detail.jpg / assets/products/ank/generated/ANC-4047/ANC-4047-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,47,검수필요,적용후보,승인
ANC-4047,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / 원피스 리본 셔링 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,47,검수필요,적용후보,승인
ANC-4048,images,assets/ANC-4048_01.jpg,assets/products/ank/generated/ANC-4048/ANC-4048-main.jpg / assets/products/ank/generated/ANC-4048/ANC-4048-full.jpg / assets/products/ank/generated/ANC-4048/ANC-4048-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4048/ANC-4048-detail.jpg / assets/products/ank/generated/ANC-4048/ANC-4048-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,48,검수필요,재검수,적용후보
ANC-4048,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 트임 배색 슬림글램 / 원피스 카라 트임 배색 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 트임 배색 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,48,검수필요,재검수,적용후보
ANC-4049,images,assets/ANC-4049_01.jpg,assets/products/ank/generated/ANC-4049/ANC-4049-main.jpg / assets/products/ank/generated/ANC-4049/ANC-4049-full.jpg / assets/products/ank/generated/ANC-4049/ANC-4049-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4049/ANC-4049-detail.jpg / assets/products/ank/generated/ANC-4049/ANC-4049-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,49,검수필요,재검수,적용후보
ANC-4049,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / 원피스 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,49,검수필요,재검수,적용후보
ANC-4050,images,assets/ANC-4050_01.jpg,assets/products/ank/generated/ANC-4050/ANC-4050-main.jpg / assets/products/ank/generated/ANC-4050/ANC-4050-full.jpg / assets/products/ank/generated/ANC-4050/ANC-4050-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4050/ANC-4050-detail.jpg / assets/products/ank/generated/ANC-4050/ANC-4050-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,50,검수필요,적용후보,재검수
ANC-4050,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,50,검수필요,적용후보,재검수
ANC-4051,images,assets/ANC-4051_01.jpg,assets/products/ank/generated/ANC-4051/ANC-4051-main.jpg / assets/products/ank/generated/ANC-4051/ANC-4051-full.jpg / assets/products/ank/generated/ANC-4051/ANC-4051-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4051/ANC-4051-detail.jpg / assets/products/ank/generated/ANC-4051/ANC-4051-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,51,검수필요,재검수,적용후보
ANC-4051,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 스퀘어넥 셔링 슬림글램 / 원피스 스퀘어넥 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 스퀘어넥 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,51,검수필요,재검수,적용후보
ANC-4052,images,assets/ANC-4052_01.jpg,assets/products/ank/generated/ANC-4052/ANC-4052-main.jpg / assets/products/ank/generated/ANC-4052/ANC-4052-full.jpg / assets/products/ank/generated/ANC-4052/ANC-4052-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4052/ANC-4052-detail.jpg / assets/products/ank/generated/ANC-4052/ANC-4052-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,52,검수필요,적용후보,재검수
ANC-4052,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,52,검수필요,적용후보,재검수
ANC-4053,images,assets/ANC-4053_01.jpg,assets/products/ank/generated/ANC-4053/ANC-4053-main.jpg / assets/products/ank/generated/ANC-4053/ANC-4053-full.jpg / assets/products/ank/generated/ANC-4053/ANC-4053-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4053/ANC-4053-detail.jpg / assets/products/ank/generated/ANC-4053/ANC-4053-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,53,검수필요,적용후보,재검수
ANC-4053,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 러블리데일리 / 원피스 러플 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,53,검수필요,적용후보,재검수
ANC-4054,images,assets/ANC-4054_01.jpg,assets/products/ank/generated/ANC-4054/ANC-4054-main.jpg / assets/products/ank/generated/ANC-4054/ANC-4054-full.jpg / assets/products/ank/generated/ANC-4054/ANC-4054-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4054/ANC-4054-detail.jpg / assets/products/ank/generated/ANC-4054/ANC-4054-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,54,검수필요,적용후보,재검수
ANC-4054,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,54,검수필요,적용후보,재검수
ANC-4055,images,assets/ANC-4055_01.jpg,assets/products/ank/generated/ANC-4055/ANC-4055-main.jpg / assets/products/ank/generated/ANC-4055/ANC-4055-full.jpg / assets/products/ank/generated/ANC-4055/ANC-4055-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4055/ANC-4055-detail.jpg / assets/products/ank/generated/ANC-4055/ANC-4055-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,55,검수필요,재검수,적용후보
ANC-4055,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / 원피스 오프숄더 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,55,검수필요,재검수,적용후보
ANC-4056,images,assets/ANC-4056_01.jpg,assets/products/ank/generated/ANC-4056/ANC-4056-main.jpg / assets/products/ank/generated/ANC-4056/ANC-4056-full.jpg / assets/products/ank/generated/ANC-4056/ANC-4056-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4056/ANC-4056-detail.jpg / assets/products/ank/generated/ANC-4056/ANC-4056-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,56,검수필요,적용후보,재검수
ANC-4056,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,56,검수필요,적용후보,재검수
ANC-4057,images,assets/ANC-4057_01.jpg,assets/products/ank/generated/ANC-4057/ANC-4057-main.jpg / assets/products/ank/generated/ANC-4057/ANC-4057-full.jpg / assets/products/ank/generated/ANC-4057/ANC-4057-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4057/ANC-4057-detail.jpg / assets/products/ank/generated/ANC-4057/ANC-4057-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,57,검수필요,재검수,적용후보
ANC-4057,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / 원피스 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,57,검수필요,재검수,적용후보
ANC-4058,images,assets/ANC-4058_01.jpg,assets/products/ank/generated/ANC-4058/ANC-4058-main.jpg / assets/products/ank/generated/ANC-4058/ANC-4058-full.jpg / assets/products/ank/generated/ANC-4058/ANC-4058-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4058/ANC-4058-detail.jpg / assets/products/ank/generated/ANC-4058/ANC-4058-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,58,검수필요,적용후보,재검수
ANC-4058,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,58,검수필요,적용후보,재검수
ANC-4059,images,assets/ANC-4059_01.jpg,assets/products/ank/generated/ANC-4059/ANC-4059-main.jpg / assets/products/ank/generated/ANC-4059/ANC-4059-full.jpg / assets/products/ank/generated/ANC-4059/ANC-4059-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4059/ANC-4059-detail.jpg / assets/products/ank/generated/ANC-4059/ANC-4059-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,59,검수필요,재검수,적용후보
ANC-4059,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / 원피스 오프숄더 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,59,검수필요,재검수,적용후보
ANC-4060,images,assets/ANC-4060_01.jpg,assets/products/ank/generated/ANC-4060/ANC-4060-main.jpg / assets/products/ank/generated/ANC-4060/ANC-4060-full.jpg / assets/products/ank/generated/ANC-4060/ANC-4060-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4060/ANC-4060-detail.jpg / assets/products/ank/generated/ANC-4060/ANC-4060-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,60,검수필요,적용후보,재검수
ANC-4060,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,60,검수필요,적용후보,재검수
ANC-4061,images,assets/ANC-4061_01.jpg,assets/products/ank/generated/ANC-4061/ANC-4061-main.jpg / assets/products/ank/generated/ANC-4061/ANC-4061-full.jpg / assets/products/ank/generated/ANC-4061/ANC-4061-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4061/ANC-4061-detail.jpg / assets/products/ank/generated/ANC-4061/ANC-4061-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,61,검수필요,재검수,적용후보
ANC-4061,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 스트라이프 슬림글램 / 원피스 셔링 스트라이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 스트라이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,61,검수필요,재검수,적용후보
ANC-4062,images,assets/ANC-4062_01.jpg,assets/products/ank/generated/ANC-4062/ANC-4062-main.jpg / assets/products/ank/generated/ANC-4062/ANC-4062-full.jpg / assets/products/ank/generated/ANC-4062/ANC-4062-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4062/ANC-4062-detail.jpg / assets/products/ank/generated/ANC-4062/ANC-4062-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,62,검수필요,적용후보,재검수
ANC-4062,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 플레어 러블리데일리 / 원피스 브이넥 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,62,검수필요,적용후보,재검수
ANC-4063,images,assets/ANC-4063_01.jpg,assets/products/ank/generated/ANC-4063/ANC-4063-main.jpg / assets/products/ank/generated/ANC-4063/ANC-4063-full.jpg / assets/products/ank/generated/ANC-4063/ANC-4063-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4063/ANC-4063-detail.jpg / assets/products/ank/generated/ANC-4063/ANC-4063-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,63,검수필요,재검수,적용후보
ANC-4063,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 슬림글램 / 원피스 카라 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,63,검수필요,재검수,적용후보
ANC-4064,images,assets/ANC-4064_01.jpg,assets/products/ank/generated/ANC-4064/ANC-4064-main.jpg / assets/products/ank/generated/ANC-4064/ANC-4064-full.jpg / assets/products/ank/generated/ANC-4064/ANC-4064-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4064/ANC-4064-detail.jpg / assets/products/ank/generated/ANC-4064/ANC-4064-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,64,검수필요,적용후보,재검수
ANC-4064,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 하트버튼 러블리데일리 / 원피스 버튼 플레어 하트버튼 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 하트버튼 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,64,검수필요,적용후보,재검수
ANC-4065,images,assets/ANC-4065_01.jpg,assets/products/ank/generated/ANC-4065/ANC-4065-main.jpg / assets/products/ank/generated/ANC-4065/ANC-4065-full.jpg / assets/products/ank/generated/ANC-4065/ANC-4065-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4065/ANC-4065-detail.jpg / assets/products/ank/generated/ANC-4065/ANC-4065-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,65,검수필요,적용후보,재검수
ANC-4065,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 러플 러블리데일리 / 원피스 레이스 러플 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 러플 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,65,검수필요,적용후보,재검수
ANC-4066,images,assets/ANC-4066_01.jpg,assets/products/ank/generated/ANC-4066/ANC-4066-main.jpg / assets/products/ank/generated/ANC-4066/ANC-4066-full.jpg / assets/products/ank/generated/ANC-4066/ANC-4066-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4066/ANC-4066-detail.jpg / assets/products/ank/generated/ANC-4066/ANC-4066-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,66,검수필요,적용후보,재검수
