code,상품명,교체전대표이미지,교체후대표이미지,적용태그전,적용태그후,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수,비고
ANC-4074,레이스칼라 플레어 원피스,assets/ANC-4074_01.jpg,assets/products/ank/generated/ANC-4074/ANC-4074-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,74,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4075,오프숄더 버튼 플레어 원피스,assets/ANC-4075_01.jpg,assets/products/ank/generated/ANC-4075/ANC-4075-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / 원피스 오프숄더 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,75,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4076,스퀘어넥 플레어 원피스,assets/ANC-4076_01.jpg,assets/products/ank/generated/ANC-4076/ANC-4076-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / 원피스 스퀘어넥 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,76,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4077,더블버튼 셔링 원피스,assets/ANC-4077_01.jpg,assets/products/ank/generated/ANC-4077/ANC-4077-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / 원피스 더블버튼 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,77,검수필요,재검수,적용후보,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4078,배색라인 플레어 원피스,assets/ANC-4078_01.jpg,assets/products/ank/generated/ANC-4078/ANC-4078-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,78,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4079,버튼셔링 원피스,assets/ANC-4079_01.jpg,assets/products/ank/generated/ANC-4079/ANC-4079-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,79,검수필요,재검수,적용후보,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4080,레이스블라우스 셔링 원피스,assets/ANC-4080_01.jpg,assets/products/ank/generated/ANC-4080/ANC-4080-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,80,검수필요,적용후보,승인,5컷 미만. 쇼룸용 5컷 생성 후보 / 사용자 지정 코드 슬림핏 확정
ANC-4081,셔츠버튼 원피스,assets/ANC-4081_01.jpg,assets/products/ank/generated/ANC-4081/ANC-4081-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / 원피스 버튼 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,81,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4082,더블버튼 플레어 원피스,assets/ANC-4082_01.jpg,assets/products/ank/generated/ANC-4082/ANC-4082-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,82,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4083,랩러플 셔링 원피스,assets/ANC-4083_01.jpg,assets/products/ank/generated/ANC-4083/ANC-4083-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / 원피스 러플 셔링 랩 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,83,검수필요,적용후보,승인,5컷 미만. 쇼룸용 5컷 생성 후보 / 사용자 지정 코드 슬림핏 확정
ANC-4084,벨트포인트 플레어 원피스,assets/ANC-4084_01.jpg,assets/products/ank/generated/ANC-4084/ANC-4084-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / 원피스 플레어 벨트포인트 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,84,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4085,레이스블라우스 셔링 원피스,assets/ANC-4085_01.jpg,assets/products/ank/generated/ANC-4085/ANC-4085-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,85,검수필요,적용후보,승인,5컷 미만. 쇼룸용 5컷 생성 후보 / 사용자 지정 코드 슬림핏 확정
ANC-4086,빅리본 플레어 원피스,assets/ANC-4086_01.jpg,assets/products/ank/generated/ANC-4086/ANC-4086-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,86,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4087,랩카라 셔링 원피스,assets/ANC-4087_01.jpg,assets/products/ank/generated/ANC-4087/ANC-4087-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / 원피스 카라 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,87,검수필요,재검수,적용후보,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4088,퍼프소매 버튼 플레어 원피스,assets/ANC-4088_01.jpg,assets/products/ank/generated/ANC-4088/ANC-4088-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / 원피스 퍼프소매 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,88,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4089,레이스블라우스 셔링 원피스,assets/ANC-4089_01.jpg,assets/products/ank/generated/ANC-4089/ANC-4089-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,89,검수필요,적용후보,승인,5컷 미만. 쇼룸용 5컷 생성 후보 / 사용자 지정 코드 슬림핏 확정
ANC-4090,리본스트랩 플레어 원피스,assets/ANC-4090_01.jpg,assets/products/ank/generated/ANC-4090/ANC-4090-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / 원피스 리본 랩 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,90,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4091,베스트버튼 셔링 원피스,assets/ANC-4091_01.jpg,assets/products/ank/generated/ANC-4091/ANC-4091-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,91,검수필요,재검수,적용후보,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4092,스트라이프뷔스티에 플레어 원피스,assets/ANC-4092_01.jpg,assets/products/ank/generated/ANC-4092/ANC-4092-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / 원피스 플레어 스트라이프 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,92,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4093,스퀘어넥 포켓 원피스,assets/ANC-4093_01.jpg,assets/products/ank/generated/ANC-4093/ANC-4093-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / 원피스 스퀘어넥 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,93,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4094,버튼 플레어 원피스,assets/ANC-4094_01.jpg,assets/products/ank/generated/ANC-4094/ANC-4094-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / 원피스 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,94,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4095,잔셔링 원피스,assets/ANC-4095_01.jpg,assets/products/ank/generated/ANC-4095/ANC-4095-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / 원피스 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,95,검수필요,재검수,적용후보,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4096,배색카라 플레어 원피스,assets/ANC-4096_01.jpg,assets/products/ank/generated/ANC-4096/ANC-4096-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / 원피스 카라 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,96,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4097,스트라이프 니트 원피스,assets/ANC-4097_01.jpg,assets/products/ank/generated/ANC-4097/ANC-4097-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / 원피스 스트라이프 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,97,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
ANC-4098,퍼프소매 플레어 원피스,assets/ANC-4098_01.jpg,assets/products/ank/generated/ANC-4098/ANC-4098-main.jpg,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / 원피스 퍼프소매 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,98,검수필요,적용후보,재검수,5컷 미만. 쇼룸용 5컷 생성 후보
